"id","city","state","lat","long"
588,"Venice","WA","47.6670","-122.5799"
589,"Cumberland","WA","47.2829","-121.9271"
590,"Ostrander","WA","46.1926","-122.8921"
591,"Cohassett Beach","WA","46.8655","-124.1053"
592,"Deming","WA","48.8381","-122.2313"
593,"Sekiu","WA","48.2637","-124.3012"
594,"Terrace Heights","WA","46.6024","-120.4482"
595,"Nemah","WA","46.5120","-123.8860"
596,"Neilton","WA","47.4031","-123.8782"
597,"Grays River","WA","46.3608","-123.5890"
598,"Ashford","WA","46.7537","-122.0113"
599,"Boistfort","WA","46.5351","-123.1337"
600,"Shore Acres","WA","47.3104","-122.5715"
601,"Bothell","WA","47.7736","-122.2044"
602,"South Broadway","WA","46.5662","-120.5167"
603,"Edwall","WA","47.5046","-117.9511"
604,"Georgetown","WA","47.3576","-121.9737"
605,"Maryhill","WA","45.6928","-120.8070"
606,"Huntsville","WA","46.2871","-118.1072"
607,"Greenbank","WA","48.0982","-122.5729"
608,"Murphys Corner","WA","47.8782","-122.2068"
609,"Tokeland","WA","46.7090","-123.9840"
610,"Felida","WA","45.7138","-122.7103"
611,"Fairview","WA","47.6215","-122.6685"
612,"Tumwater","WA","46.9890","-122.9172"
613,"Uniontown","WA","46.5391","-117.0861"
614,"Coupeville","WA","48.2172","-122.6775"
615,"River Road","WA","48.0677","-123.1276"
616,"Duvall","WA","47.7354","-121.9725"
617,"Marcus","WA","48.6642","-118.0601"
618,"Seattle Heights","WA","47.8104","-122.3240"
619,"Strandell","WA","48.9121","-122.3582"
620,"Key Center","WA","47.3376","-122.7506"
621,"Hanford","WA","46.5837","-119.3878"
622,"Grand Mound","WA","46.8053","-123.0119"
623,"Taholah","WA","47.3283","-124.2728"
624,"Port Blakely","WA","47.5973","-122.5101"
625,"Malone","WA","46.9779","-123.3035"
626,"Boston Harbor","WA","47.1384","-122.9010"
627,"Rainier","WA","46.8917","-122.6867"
628,"Menlo","WA","46.6215","-123.6471"
629,"Azwell","WA","47.9371","-119.8765"
630,"Glendale","WA","47.9395","-122.3585"
631,"Monroe","WA","47.8596","-121.9853"
632,"Sawyer","WA","46.4565","-120.3614"
633,"Clarkston","WA","46.4152","-117.0502"
634,"Spanaway","WA","47.0979","-122.4233"
635,"Gig Harbor","WA","47.3353","-122.5968"
636,"Big Lake","WA","48.3933","-122.2422"
637,"Smyrna","WA","46.8393","-119.6623"
638,"Carlton","WA","48.2482","-120.1162"
639,"Monitor","WA","47.4868","-120.4181"
640,"Des Moines","WA","47.3914","-122.3154"
641,"Lucerne","WA","48.2024","-120.5912"
642,"Carlisle","WA","47.1548","-124.0985"
643,"Metaline Falls","WA","48.8616","-117.3705"
644,"Breidablick","WA","47.8020","-122.6493"
645,"Snohomish","WA","47.9277","-122.0970"
646,"Richland","WA","46.2826","-119.2938"
647,"Parkland","WA","47.1417","-122.4376"
648,"Veradale","WA","47.6568","-117.1963"
649,"Kummer","WA","47.2868","-122.0212"
650,"Woodland","WA","45.9149","-122.7504"
651,"Washougal","WA","45.5812","-122.3433"
652,"Boyds","WA","48.7244","-118.1322"
653,"Bonney Lake","WA","47.1788","-122.1699"
654,"South Prairie","WA","47.1373","-122.0940"
655,"Larimers Corner","WA","47.8918","-122.1446"
656,"Porter","WA","46.9489","-123.2736"
657,"Lisabeula","WA","47.4073","-122.5176"
658,"Saint John","WA","47.0915","-117.5887"
659,"Spokane Valley","WA","47.6625","-117.2346"
660,"Lake Cavanaugh","WA","48.3225","-122.0121"
661,"Bellevue","WA","47.5953","-122.1551"
662,"Custer","WA","48.9143","-122.6397"
663,"Orcas","WA","48.5979","-122.9446"
664,"Diablo","WA","48.7135","-121.1412"
665,"Christopher","WA","47.3340","-122.2321"
666,"Midvale Corner","WA","47.9926","-122.4176"
667,"Marysville","WA","48.0809","-122.1558"
668,"Newcastle","WA","47.5303","-122.1633"
669,"North Bend","WA","47.4898","-121.7738"
670,"Snoqualmie","WA","47.5293","-121.8412"
671,"Three Lakes","WA","47.9420","-121.9924"
672,"Kendall","WA","48.9167","-122.1382"
673,"Kanaskat","WA","47.3204","-121.8937"
674,"Schrag","WA","47.0732","-118.8542"
675,"Wilbur","WA","47.7582","-118.7115"
676,"Enumclaw","WA","47.2017","-121.9897"
677,"Nile","WA","46.8368","-120.9455"
678,"Alderwood Manor","WA","47.8146","-122.2677"
679,"Clarkston Heights","WA","46.3963","-117.0824"
680,"Pacific Beach","WA","47.2150","-124.1967"
681,"Napavine","WA","46.5844","-122.9007"
682,"Hatton","WA","46.7735","-118.8277"
683,"Shelton","WA","47.2188","-123.1127"
684,"Chimacum","WA","48.0109","-122.7688"
685,"Naselle","WA","46.3650","-123.8013"
686,"Grotto","WA","47.7362","-121.4234"
687,"Sunrise Beach","WA","47.3234","-122.6979"
688,"Bellingham","WA","48.7543","-122.4687"
689,"Castle Rock","WA","46.2718","-122.9057"
690,"Pine City","WA","47.2024","-117.5244"
691,"Nooksack","WA","48.9276","-122.3212"
692,"Elma","WA","47.0074","-123.4055"
693,"Kenmore","WA","47.7532","-122.2459"
694,"Ellensburg","WA","46.9994","-120.5470"
695,"Belmont","WA","47.0879","-117.1624"
696,"DuPont","WA","47.1079","-122.6496"
697,"Long Beach","WA","46.3559","-124.0557"
698,"Seabeck","WA","47.6437","-122.8219"
699,"Granite Falls","WA","48.0874","-121.9704"
700,"Tonasket","WA","48.7080","-119.4417"
701,"Otis Orchards","WA","47.7005","-117.1063"
702,"Milton","WA","47.2522","-122.3154"
703,"West Pasco","WA","46.2497","-119.1684"
704,"Badger","WA","46.2001","-119.3595"
705,"Lamont","WA","47.2007","-117.9049"
706,"Ravensdale","WA","47.3563","-121.9692"
707,"Rollingbay","WA","47.6645","-122.5101"
708,"Rocky Point","WA","47.5875","-122.6665"
709,"Garrett","WA","46.0633","-118.3876"
710,"Palouse","WA","46.9103","-117.0751"
711,"Grayland","WA","46.8304","-124.0898"
712,"Gilberton","WA","47.6390","-122.6049"
713,"Withrow","WA","47.7049","-119.8087"
714,"Stanwood","WA","48.2448","-122.3431"
715,"Ayer","WA","46.5963","-118.3483"
716,"Sudden Valley","WA","48.7199","-122.3468"
717,"Meridian","WA","47.6695","-122.3304"
718,"Aberdeen Gardens","WA","47.0587","-123.7791"
719,"Possession","WA","47.9176","-122.3762"
720,"Benton City","WA","46.2624","-119.4814"
721,"Bickleton","WA","46.0056","-120.3081"
722,"Elmer City","WA","48.0000","-118.9534"
723,"Doty","WA","46.6345","-123.2776"
724,"East Wenatchee","WA","47.4172","-120.2809"
725,"Newman Lake","WA","47.7768","-117.0949"
726,"Freeland","WA","48.0185","-122.5358"
727,"Indianola","WA","47.7566","-122.5142"
728,"Cowiche","WA","46.6729","-120.7154"
729,"Husum","WA","45.7993","-121.4870"
730,"Alderdale","WA","45.8349","-119.9209"
731,"Lamona","WA","47.3593","-118.4825"
732,"Skokomish","WA","47.3298","-123.1579"
733,"Vaughn","WA","47.3550","-122.7773"
734,"Ruby","WA","48.5221","-117.2991"
735,"Bryant","WA","48.2400","-122.1638"
736,"Coalfield","WA","47.5026","-122.1218"
737,"Swede Heaven","WA","48.2829","-121.7136"
738,"Spokane","WA","47.6671","-117.4330"
739,"Brady","WA","47.0064","-123.5321"
740,"Spring Glen","WA","47.5612","-121.8615"
741,"Hoodsport","WA","47.4020","-123.1542"
742,"Leavenworth","WA","47.5948","-120.6633"
743,"Tanglewilde","WA","47.0512","-122.7809"
744,"Bow","WA","48.5618","-122.3982"
745,"Carlsborg","WA","48.0842","-123.1697"
746,"North Lynnwood","WA","47.8533","-122.2762"
747,"Cedar Falls","WA","47.4254","-121.7768"
748,"Chelan","WA","47.8417","-120.0270"
749,"Wilson Creek","WA","47.4230","-119.1176"
750,"Latah","WA","47.2822","-117.1557"
751,"Brownsville","WA","47.6557","-122.6165"
752,"Amber","WA","47.3518","-117.7116"
753,"Zenith","WA","47.3865","-122.3232"
754,"Goodnoe Hills","WA","45.7512","-120.4803"
755,"Camas","WA","45.6003","-122.4306"
756,"Olalla","WA","47.4293","-122.5457"
757,"Basin City","WA","46.5891","-119.1567"
758,"Blaine","WA","48.9839","-122.7414"
759,"Oroville","WA","48.9421","-119.4304"
760,"Orchards","WA","45.6888","-122.5305"
761,"Union Gap","WA","46.5567","-120.4969"
762,"Mead","WA","47.7795","-117.3500"
763,"Manzanita","WA","47.6762","-122.5596"
764,"Pasco","WA","46.2503","-119.1298"
765,"Touchet","WA","46.0412","-118.6724"
766,"Pe Ell","WA","46.5712","-123.2982"
767,"Baring","WA","47.7661","-121.4803"
768,"Sappho","WA","48.0701","-124.2794"
769,"Hunters","WA","48.1168","-118.2019"
770,"Gleed","WA","46.6594","-120.6025"
771,"Fairfield","WA","47.3848","-117.1748"
772,"Torboy","WA","48.6772","-118.6689"
773,"Cashmere","WA","47.5175","-120.4671"
774,"Willapa","WA","46.6755","-123.6648"
775,"Issaquah","WA","47.5421","-122.0445"
776,"Toppenish","WA","46.3807","-120.3124"
777,"Finley","WA","46.1697","-119.0446"
778,"Darrington","WA","48.2546","-121.6029"
779,"Picnic Point","WA","47.8745","-122.3079"
780,"Aeneas","WA","48.5474","-118.9786"
781,"Cedarhurst","WA","47.4820","-122.4793"
782,"Four Lakes","WA","47.5582","-117.5891"
783,"Dayton","WA","46.3168","-117.9770"
784,"Port Madison","WA","47.7026","-122.5243"
785,"Orting","WA","47.0966","-122.2111"
786,"Wheeler","WA","47.1307","-119.1720"
787,"Fircrest","WA","47.2308","-122.5157"
788,"Lebam","WA","46.5641","-123.5510"
789,"Marrowstone","WA","48.0568","-122.6933"
790,"North Puyallup","WA","47.2015","-122.2742"
791,"Five Corners","WA","45.6882","-122.5740"
792,"Graham","WA","47.0407","-122.2757"
793,"Longview Heights","WA","46.1796","-122.9577"
794,"Hobart","WA","47.4120","-121.9960"
795,"Point Roberts","WA","48.9883","-123.0576"
796,"Town and Country","WA","47.7259","-117.4221"
797,"Lake Hills","WA","47.6134","-122.1215"
798,"Rosedale","WA","47.3453","-122.6376"
799,"Irondale","WA","48.0420","-122.7727"
800,"Dishman","WA","47.6568","-117.2833"
801,"Bayview","WA","47.2795","-122.6057"
802,"Conconully","WA","48.5571","-119.7513"
803,"Entiat","WA","47.6780","-120.2175"
804,"Lochsloy","WA","48.0597","-122.0411"
805,"Brinnon","WA","47.6690","-122.9248"
806,"Seahurst","WA","47.4693","-122.3621"
807,"Dixie","WA","46.1392","-118.1480"
808,"Eastgate","WA","47.5727","-122.1458"
809,"Blockhouse","WA","45.8396","-120.9376"
810,"Buena","WA","46.4299","-120.3176"
811,"Grapeview","WA","47.3316","-122.8413"
812,"Startup","WA","47.8671","-121.7495"
813,"Hayford","WA","47.6063","-117.5638"
814,"Bell Hill","WA","48.0550","-123.0870"
815,"Westport","WA","46.8919","-124.1121"
816,"Southworth","WA","47.5126","-122.5298"
817,"Twisp","WA","48.3619","-120.1171"
818,"Milan","WA","47.9668","-117.3316"
819,"Ritzville","WA","47.1254","-118.3809"
820,"Lake Goodwin","WA","48.1387","-122.2804"
821,"McMurray","WA","48.3162","-122.2354"
822,"Portage","WA","47.4073","-122.4376"
823,"Lake Bosworth","WA","48.0532","-121.9812"
824,"Fords Prairie","WA","46.7461","-123.0029"
825,"Longmire","WA","46.7498","-121.8126"
826,"Carson","WA","45.7353","-121.8219"
827,"Mount Vista","WA","45.7373","-122.6315"
828,"Vancouver","WA","45.6352","-122.5970"
829,"Chelan Falls","WA","47.7994","-119.9883"
830,"Espanola","WA","47.6032","-117.7416"
831,"Battle Ground","WA","45.7764","-122.5413"
832,"Summitview","WA","46.5980","-120.6514"
833,"Geneva","WA","48.7461","-122.4064"
834,"Queets","WA","47.5314","-124.3385"
835,"Wollochet","WA","47.2828","-122.5769"
836,"College Place","WA","46.0431","-118.3869"
837,"Garfield","WA","47.0103","-117.1395"
838,"Ruff","WA","47.1696","-118.9983"
839,"Ewan","WA","47.1168","-117.7349"
840,"Glenwood","WA","46.0227","-121.2926"
841,"Riverbend","WA","47.4651","-121.7491"
842,"Trout Lake","WA","45.9975","-121.5290"
843,"Mount Vernon","WA","48.4202","-122.3116"
844,"Ferndale","WA","48.8525","-122.5892"
845,"Hansville","WA","47.8978","-122.5579"
846,"Wickersham","WA","48.6551","-122.2129"
847,"White Salmon","WA","45.7282","-121.4853"
848,"Oysterville","WA","46.5490","-124.0282"
849,"Aberdeen","WA","46.9757","-123.8095"
850,"Melbourne","WA","46.9454","-123.6260"
851,"Plymouth","WA","45.9346","-119.3503"
852,"Winlock","WA","46.4906","-122.9342"
853,"Satsop","WA","47.0223","-123.4737"
854,"Merritt","WA","47.7810","-120.8432"
855,"Shoreline","WA","47.7564","-122.3426"
856,"Peshastin","WA","47.5707","-120.6040"
857,"Marble","WA","48.8491","-117.9017"
858,"South Snohomish","WA","47.8990","-122.1090"
859,"Richmond Highlands","WA","47.7612","-122.3462"
860,"Goldendale","WA","45.8192","-120.8233"
861,"Nisqually","WA","47.0565","-122.7012"
862,"Tillicum","WA","47.1234","-122.5571"
863,"Anatone","WA","46.1349","-117.1324"
864,"Tulalip","WA","48.0684","-122.2918"
865,"Orient","WA","48.8637","-118.2059"
866,"Dieringer","WA","47.2407","-122.2251"
867,"Frederickson","WA","47.0914","-122.3594"
868,"Keller","WA","48.0852","-118.7165"
869,"Marblemount","WA","48.5378","-121.4346"
870,"Turner","WA","46.4124","-117.8547"
871,"Silvana","WA","48.2018","-122.2460"
872,"Everett","WA","47.9524","-122.1670"
873,"Burien","WA","47.4762","-122.3393"
874,"Riner","VA","37.0676","-80.4405"
875,"Powhatan","VA","37.5427","-77.9267"
876,"Natural Bridge","VA","37.6301","-79.5431"
877,"Chamberlayne Heights","VA","37.6274","-77.4322"
878,"Manassas Park","VA","38.7719","-77.4450"
879,"McClure","VA","37.1026","-82.3763"
880,"Brownsburg","VA","37.9285","-79.3192"
881,"Burgess","VA","37.8832","-76.3477"
882,"Lake Barcroft","VA","38.8514","-77.1579"
883,"Clover","VA","36.8390","-78.7284"
884,"Columbia","VA","37.7538","-78.1632"
885,"Verona","VA","38.1939","-79.0087"
886,"Fairfax","VA","38.8531","-77.2997"
887,"Falmouth","VA","38.3319","-77.4655"
888,"Scottsburg","VA","36.7588","-78.7914"
889,"Ashburn","VA","39.0300","-77.4711"
890,"Big Stone Gap","VA","36.8627","-82.7768"
891,"Gwynn","VA","37.4984","-76.2883"
892,"Jewell Valley","VA","37.2473","-81.8015"
893,"Waynesboro","VA","38.0674","-78.9013"
894,"University Heights","VA","38.0410","-78.5222"
895,"Batesville","VA","37.9957","-78.7222"
896,"Whitetop","VA","36.6015","-81.6257"
897,"Nellysford","VA","37.9130","-78.8828"
898,"Montrose","VA","37.5200","-77.3772"
899,"Lexington","VA","37.7825","-79.4440"
900,"Clinchco","VA","37.1588","-82.3562"
901,"Dante","VA","36.9792","-82.2960"
902,"Ivor","VA","36.9052","-76.8978"
903,"Montross","VA","38.0940","-76.8230"
904,"Wintergreen","VA","37.9161","-78.9382"
905,"Vesta","VA","36.7168","-80.3578"
906,"Henry","VA","36.8293","-79.9917"
907,"Jonesville","VA","36.6870","-83.1153"
908,"Evington","VA","37.2338","-79.2895"
909,"Duffield","VA","36.7197","-82.7962"
910,"McKenney","VA","36.9853","-77.7219"
911,"Fancy Gap","VA","36.6770","-80.6997"
912,"Goshen","VA","37.9901","-79.5067"
913,"Onley","VA","37.6916","-75.7180"
914,"Exmore","VA","37.5295","-75.8283"
915,"Schuyler","VA","37.7939","-78.7002"
916,"Kenbridge","VA","36.9608","-78.1284"
917,"Penhook","VA","36.9905","-79.6318"
918,"Mollusk","VA","37.7301","-76.5380"
919,"Toga","VA","37.4940","-78.6333"
920,"Laurel Park","VA","36.6871","-79.7872"
921,"Bayside","VA","37.7548","-75.7129"
922,"Lignum","VA","38.4160","-77.8267"
923,"Winchester","VA","39.1735","-78.1746"
924,"Lebanon","VA","36.8993","-82.0776"
925,"Tysons","VA","38.9214","-77.2273"
926,"Mappsburg","VA","37.5759","-75.7592"
927,"Orange","VA","38.2486","-78.1127"
928,"Midlothian","VA","37.5060","-77.6492"
929,"Calverton","VA","38.6355","-77.6661"
930,"Fulks Run","VA","38.6601","-78.9061"
931,"Amelia Court House","VA","37.3366","-77.9882"
932,"Boydton","VA","36.6660","-78.3908"
933,"Konnarock","VA","36.6660","-81.6382"
934,"Kilmarnock","VA","37.7118","-76.3834"
935,"Crockett","VA","36.8862","-81.1920"
936,"Buckingham","VA","37.5501","-78.5556"
937,"Hamilton","VA","39.1349","-77.6642"
938,"Broadlands","VA","39.0168","-77.5167"
939,"Mineral","VA","38.0068","-77.9061"
940,"Apple Grove","VA","37.8929","-77.8969"
941,"Susan","VA","37.3660","-76.3136"
942,"Free Union","VA","38.1539","-78.5595"
943,"Keokee","VA","36.8622","-82.9161"
944,"Cleveland","VA","36.9434","-82.1527"
945,"Fairfax Station","VA","38.7942","-77.3358"
946,"Bensley","VA","37.4470","-77.4420"
947,"Lebanon Church","VA","39.0551","-78.3681"
948,"Brumley Gap","VA","36.8021","-82.0268"
949,"Patrick Springs","VA","36.6344","-80.1985"
950,"Wachapreague","VA","37.6063","-75.6898"
951,"Spencer","VA","36.6199","-80.0073"
952,"Gressitt","VA","37.4874","-76.7077"
953,"Commonwealth","VA","38.0749","-78.4872"
954,"Oak Level","VA","36.7944","-79.9392"
955,"Adwolf","VA","36.7929","-81.5927"
956,"Cana","VA","36.5816","-80.6688"
957,"Haynesville","VA","37.9501","-76.6625"
958,"Jarratt","VA","36.8160","-77.4689"
959,"Strasburg","VA","38.9961","-78.3549"
960,"Charles City","VA","37.3440","-77.0687"
961,"Rose Hill Farms","VA","38.7776","-77.1130"
962,"Radford","VA","37.1229","-80.5587"
963,"Savageville","VA","37.6826","-75.7591"
964,"Emory","VA","36.7800","-81.8280"
965,"Cartersville","VA","37.6674","-78.0883"
966,"Apple Mountain Lake","VA","38.9231","-78.1033"
967,"Richmond","VA","37.5295","-77.4756"
968,"Barracks","VA","38.0576","-78.5133"
969,"Alberta","VA","36.8553","-77.8937"
970,"Luray","VA","38.6653","-78.4548"
971,"Middleburg","VA","38.9715","-77.7428"
972,"Centreville","VA","38.8391","-77.4389"
973,"Sherando","VA","37.9889","-78.9442"
974,"Kire","VA","37.4401","-80.5190"
975,"Drakes Branch","VA","36.9933","-78.6009"
976,"Wicomico Church","VA","37.8151","-76.3777"
977,"Short Pump","VA","37.6549","-77.6201"
978,"Fairview Beach","VA","38.3283","-77.2424"
979,"Lunenburg","VA","36.9584","-78.2682"
980,"Mustoe","VA","38.3237","-79.6403"
981,"Chilhowie","VA","36.8009","-81.6832"
982,"Newington","VA","38.7358","-77.1993"
983,"Greenbush","VA","37.7397","-75.6797"
984,"Glen Lyn","VA","37.3727","-80.8580"
985,"Ridgeway","VA","36.5781","-79.8583"
986,"Gargatha","VA","37.7905","-75.5820"
987,"Massanutten","VA","38.4115","-78.7269"
988,"Rustburg","VA","37.2712","-79.0961"
989,"Providence Forge","VA","37.4418","-77.0436"
990,"Boykins","VA","36.5778","-77.1989"
991,"Lee Mont","VA","37.7799","-75.6802"
992,"Monterey","VA","38.4116","-79.5809"
993,"Dungannon","VA","36.8285","-82.4681"
994,"Wilderness","VA","38.3257","-77.7258"
995,"Allisonia","VA","36.9342","-80.7255"
996,"Rose Hill","VA","36.6670","-83.3753"
997,"Bowling Green","VA","38.0535","-77.3473"
998,"Mappsville","VA","37.8433","-75.5689"
999,"Mountain Road","VA","36.7585","-78.9890"
1000,"Virginia Beach","VA","36.7335","-76.0435"
1001,"Toms Brook","VA","38.9465","-78.4400"
1002,"Boston","VA","37.6039","-75.8437"
1003,"Elliston","VA","37.2164","-80.2245"
1004,"Gordonsville","VA","38.1361","-78.1878"
1005,"Montvale","VA","37.3866","-79.7253"
1006,"Mount Hermon","VA","36.6716","-79.4196"
1007,"Occoquan","VA","38.6825","-77.2606"
1008,"Craigsville","VA","38.0838","-79.3853"
1009,"Herndon","VA","38.9700","-77.3867"
1010,"Troutville","VA","37.4168","-79.8779"
1011,"Greenbackville","VA","38.0105","-75.3869"
1012,"Zuni","VA","36.8660","-76.8308"
1013,"Manakin","VA","37.6015","-77.7022"
1014,"McDowell","VA","38.3357","-79.4906"
1015,"Glasgow","VA","37.6347","-79.4515"
1016,"Hayfield","VA","38.7536","-77.1321"
1017,"Timberville","VA","38.6339","-78.7730"
1018,"Jetersville","VA","37.2943","-78.0942"
1019,"Countryside","VA","39.0518","-77.4124"
1020,"Mount Crawford","VA","38.3600","-78.9413"
1021,"Woolwine","VA","36.7899","-80.2773"
1022,"Eagle Rock","VA","37.6407","-79.8012"
1023,"Crystal Hill","VA","36.8557","-78.9089"
1024,"Stonega","VA","36.9532","-82.7913"
1025,"Edgerton","VA","36.7790","-77.7775"
1026,"Arrington","VA","37.6744","-78.8929"
1027,"Carrollton","VA","36.9394","-76.5265"
1028,"Gore","VA","39.2640","-78.3319"
1029,"Acorn","VA","38.0193","-76.6491"
1030,"Bastian","VA","37.1521","-81.1501"
1031,"Stafford","VA","38.4221","-77.4083"
1032,"Hanover","VA","37.7668","-77.3706"
1033,"Woodlake","VA","37.4216","-77.6783"
1034,"Fort Mitchell","VA","36.9182","-78.4861"
1035,"Augusta Springs","VA","38.1079","-79.3352"
1036,"Chesapeake","VA","36.6778","-76.3024"
1037,"Metompkin","VA","37.7671","-75.6054"
1038,"Maurertown","VA","38.9325","-78.4615"
1039,"Tappahannock","VA","37.9187","-76.8667"
1040,"Yale","VA","36.8457","-77.2875"
1041,"New Baltimore","VA","38.7495","-77.7151"
1042,"Syria","VA","38.4879","-78.3261"
1043,"Idylwood","VA","38.8896","-77.2056"
1044,"Urbanna","VA","37.6395","-76.5747"
1045,"Haysi","VA","37.2151","-82.2931"
1046,"Virgilina","VA","36.5463","-78.7755"
1047,"Mouth of Wilson","VA","36.5896","-81.3365"
1048,"Round Hill","VA","39.1319","-77.7681"
1049,"Williamsville","VA","38.1948","-79.5709"
1050,"Whitesville","VA","37.7816","-75.6636"
1051,"Catlett","VA","38.6540","-77.6370"
1052,"Ebony","VA","36.5759","-77.9839"
1053,"Coeburn","VA","36.9445","-82.4695"
1054,"Bassett","VA","36.7615","-79.9866"
1055,"Purcellville","VA","39.1378","-77.7110"
1056,"Arlington","VA","38.8786","-77.1011"
1057,"Blackstone","VA","37.0821","-78.0029"
1058,"New River","VA","37.1409","-80.5929"
1059,"Twin Lakes","VA","38.2504","-78.4417"
1060,"Stanleytown","VA","36.7512","-79.9521"
1061,"Appalachia","VA","36.9098","-82.7882"
1062,"Heathsville","VA","37.9200","-76.4785"
